Date,Open,High,Low,Close,Adj Close,Volume
2020-09-22,4.085402,4.208596,3.918225,4.174463,4.174463,673117344
2020-09-23,4.172700,4.318420,3.977660,4.027708,4.027708,506491669
2020-09-24,4.018092,4.410974,3.995835,4.382961,4.382961,390254721
2020-09-25,4.383141,4.528383,4.268145,4.423528,4.423528,386655790
2020-09-26,4.423381,4.474607,4.249232,4.334268,4.334268,306278283
2020-09-27,4.334268,4.361825,4.144951,4.302318,4.302318,293119418
2020-09-28,4.302318,4.582999,4.266205,4.401093,4.401093,488750087
2020-09-29,4.404835,4.603676,4.368209,4.500073,4.500073,464868722
2020-09-30,4.498007,4.502008,4.259805,4.353697,4.353697,352534727
2020-10-01,4.353697,4.578672,4.267363,4.346024,4.346024,400476985
2020-10-02,null,null,null,null,null,null
2020-10-03,null,null,null,null,null,null
2020-10-04,null,null,null,null,null,null
2020-10-05,4.181025,4.241446,4.128240,4.170383,4.170383,308852045
2020-10-06,4.171682,4.193815,3.642399,3.755649,3.755649,613591684
2020-10-07,3.755190,3.887382,3.628293,3.859264,3.859264,586290320
2020-10-08,3.862732,4.163751,3.670183,4.117292,4.117292,573912569
2020-10-09,null,null,null,null,null,null
2020-10-10,4.260407,4.475801,4.239729,4.252955,4.252955,492038159
2020-10-11,4.258699,4.334370,4.178621,4.262162,4.262162,388098955
2020-10-12,null,null,null,null,null,null
2020-10-13,null,null,null,null,null,null
2020-10-14,4.255531,4.358098,4.093734,4.199114,4.199114,520198619
2020-10-15,4.192293,4.192293,4.033811,4.096811,4.096811,450623089
2020-10-16,4.100024,4.157108,3.839912,3.909529,3.909529,443295515
2020-10-17,3.917128,3.977368,3.871610,3.967252,3.967252,206453738
2020-10-18,3.968360,4.121718,3.960012,4.104651,4.104651,204108300
2020-10-19,4.110965,4.111244,3.964166,3.990592,3.990592,249983725
2020-10-20,3.989690,4.138195,3.875639,3.910343,3.910343,502694693
2020-10-21,3.906004,4.245581,3.905341,4.141120,4.141120,458018407
2020-10-22,4.140915,4.331875,4.131650,4.268950,4.268950,367309225
2020-10-23,4.273909,4.474157,4.202276,4.266850,4.266850,461816708
2020-10-24,4.266853,4.430925,4.244643,4.355344,4.355344,310306552
2020-10-25,4.355344,4.447240,4.267938,4.335231,4.335231,339106539
2020-10-26,4.335231,4.738708,4.304171,4.727016,4.727016,722990810
2020-10-27,4.727016,4.927780,4.660536,4.683952,4.683952,820401909
2020-10-28,4.683954,4.774252,4.262276,4.365097,4.365097,649971738
2020-10-29,4.365098,4.403781,3.879251,4.053345,4.053345,686597329
2020-10-30,4.053278,4.156761,3.937187,4.088113,4.088113,586577443
2020-10-31,4.088186,4.274231,4.072736,4.181768,4.181768,318678917
2020-11-01,4.181673,4.225615,4.122063,4.225615,4.225615,302861124
2020-11-02,4.225769,4.261608,3.985631,4.030232,4.030232,503474044
2020-11-03,4.030229,4.065161,3.886370,4.025468,4.025468,413471121
2020-11-04,4.025473,4.147281,3.894190,4.098083,4.098083,836536272
2020-11-05,4.098084,4.297354,4.025676,4.235195,4.235195,375265287
2020-11-06,4.235197,4.633965,4.206799,4.579652,4.579652,463200956
2020-11-07,4.579652,4.838398,4.106514,4.241960,4.241960,724809168
2020-11-08,4.241960,4.426574,4.142644,4.372093,4.372093,393903990
2020-11-09,4.372093,4.457684,4.250327,4.346767,4.346767,396903280
2020-11-10,4.346766,4.498284,4.308892,4.415016,4.415016,379322634
2020-11-11,4.415018,4.620404,4.415018,4.457202,4.457202,404513890
2020-11-12,4.457201,4.471586,4.320397,4.399240,4.399240,367161907
2020-11-13,4.399241,4.585021,4.374127,4.540120,4.540120,342519103
2020-11-14,4.540120,4.550857,4.370527,4.465622,4.465622,331350627
2020-11-15,4.465622,4.491476,4.309564,4.379988,4.379988,325439058
2020-11-16,4.379988,4.589542,4.345864,4.485500,4.485500,445672648
2020-11-17,4.608518,4.910907,4.566731,4.844666,4.844666,675069949
2020-11-18,4.844668,4.927710,4.526838,4.679663,4.679663,671452168
2020-11-19,4.679658,4.848308,4.547364,4.756766,4.756766,551607999
2020-11-20,4.756759,5.459796,4.752435,5.233436,5.233436,1027776286
2020-11-21,5.233436,5.806043,5.141745,5.751921,5.751921,1022750932
2020-11-22,5.751921,5.834375,5.223394,5.481853,5.481853,1048639986
2020-11-23,5.481854,5.939078,5.422479,5.906932,5.906932,997956277
2020-11-24,5.907906,6.075694,5.624484,5.729446,5.729446,1113438978
2020-11-25,5.729335,5.816350,5.183073,5.309860,5.309860,1011116414
2020-11-26,5.308625,5.365759,4.459481,4.804577,4.804577,1433368625
2020-11-27,4.805900,5.068017,4.522344,4.782790,4.782790,864684858
2020-11-28,4.783548,4.944546,4.679183,4.900476,4.900476,415083876
2020-11-29,4.901079,5.200435,4.814233,5.190352,5.190352,451787954
2020-11-30,5.190307,5.437084,5.146362,5.376430,5.376430,649773393
2020-12-01,5.377254,5.530346,5.018441,5.093567,5.093567,777715514
2020-12-02,5.093467,5.532002,5.030747,5.464157,5.464157,607216780
2020-12-03,5.464744,5.564024,5.338207,5.410369,5.410369,354593131
2020-12-04,5.410147,5.434474,4.971953,5.032714,5.032714,422944392
2020-12-05,5.029704,5.190219,4.892160,5.188903,5.188903,408952852
2020-12-06,5.187959,5.201379,5.009244,5.135868,5.135868,299285627
2020-12-07,5.134986,5.154355,5.018779,5.060320,5.060320,242900962
2020-12-08,5.060634,5.067212,4.712740,4.733347,4.733347,398505417
